chunk_id	source	page	category	content
218	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Candle holder?                      Answer:                     - Unspecified - Decorative Product
219	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Candle holder suitable for?                      Answer:                     Any Season
220	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Candle holder in?                      Answer:                     Decorative / Unscented
221	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Candle holder create?                      Answer:                     - Cute - Cozy - Peaceful - Playful - Whimsical - Heartwarming
222	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Candle holder best used?                      Answer:                     - Bedroom Decor - Desk Decoration - Living Room Display - Gift Giving - Nursery Decoration - Photography Props
223	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Candle matchbox belong to?                      Answer:                     Candle matchbox belongs to the Candle Accessory / Luxury Safety Matches category.
224	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Candle matchbox?                      Answer:                     Unscented (Natural Aspen Wood / Sulfur-Free Tip).
225	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Candle matchbox suitable for?                      Answer:                     ear-round (An absolute daily essential for candle lovers, fireplace lighting, and cozy evening wind-downs).
226	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Candle matchbox in?                      Answer:                     Non-fragrance / Utility Candle Care
227	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Candle matchbox create?                      Answer:                     Minimalist, sophisticated, comforting, intentional, therapeutic, clean.
228	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Candle matchbox best used?                      Answer:                     Bedside candle vanities, living room display trays, cozy fireplace mantels, high-end bath counters, and professional product photography setups.
229	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Candle metal tray belong to?                      Answer:                     Candle metal tray belongs to the Home Decor / Vanity Display Tray / Candle & Perfume Organizer category.
230	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Candle metal tray?                      Answer:                     Unscented (Premium Finished Metal and Glass construction).
231	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Candle metal tray suitable for?                      Answer:                     Year-round (An elegant classic for updating bedroom vanities, dressing areas, or organizing luxury living room displays).
232	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Candle metal tray in?                      Answer:                     Non-fragrance / Utility Home Organization
233	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Candle metal tray create?                      Answer:                     Glamorous, luxurious, neat, elegant, royal, artistic.
234	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Candle metal tray best used?                      Answer:                     Dressing tables for organizing skincare and jewelry, bathroom counters for hand soaps and amber dropper jars, and coffee tables as a decorative base for reed diffusers and candles.
235	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Candle pinwheel belong to?                      Answer:                     Candle pinwheel belongs to the Home Decor / Candle Carousel / Luxury Scented Candle Accessory category.
236	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Candle pinwheel suitable for?                      Answer:                     Autumn / Winter Holiday Season (Perfect for cozy Christmas nights, winter celebrations, and elegant year-end gatherings).
237	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Candle pinwheel in?                      Answer:                     Woody / Warm & Spicy Citrus Holiday
238	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Candle pinwheel create?                      Answer:                     Dreamy, magical, mesmerizing, luxurious, warm, festive.
239	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Candle pinwheel best used?                      Answer:                     Holiday dinner table centerpieces, cozy living room mantels, festive bedside tables, and luxury winter gift sets for loved ones or corporate clients.
240	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Candle rotation tray belong to?                      Answer:                     Candle rotation tray belongs to the Candle Holder / Rotary Carousel / Decorative Home Accessory category.
241	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Candle rotation tray?                      Answer:                     Unscented (Premium Finished Metal construction engineered to accommodate standard unscented tealights or small scented votive cups).
242	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Candle rotation tray suitable for?                      Answer:                     Year-round / Winter Holidays (A brilliant interactive piece that brings a magical ambience to dark winter nights, autumn table setups, or intimate dynamic dinner parties).
243	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Candle rotation tray in?                      Answer:                     Non-fragrance / Utility Candle Care
244	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Candle rotation tray create?                      Answer:                     Whimsical, enchanting, dynamic, calming, cozy, artistic.
245	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Candle rotation tray best used?                      Answer:                     Cozy dining table layouts, meditative bedroom nightstands, ambient bathroom vanities, and distinctive mantelpiece displays during holiday seasons.
246	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Coconut And Sea Salt belong to?                      Answer:                     Coconut And Sea Salt belongs to the Scented Candle category.
247	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Coconut And Sea Salt?                      Answer:                     - Coconut - Sea Salt - Ocean Breeze
248	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Coconut And Sea Salt suitable for?                      Answer:                     - Spring - Summer - Any Season
249	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Coconut And Sea Salt in?                      Answer:                     Fresh, Aquatic, Tropical
250	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Coconut And Sea Salt create?                      Answer:                     - Relaxing - Refreshing - Tropical - Calm - Airy - Vacation-like - Coastal
251	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Coconut And Sea Salt best used?                      Answer:                     - Living Room - Bathroom - Bedroom - Beach House - Home Office - Summer Gatherings
252	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Dalat Gift belong to?                      Answer:                     Dalat Gift belongs to the Scented Candle & Travel Perfume Gift Set / Essential Oil Keepsake category.
253	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Dalat Gift?                      Answer:                     Pine Wood, Fresh Moss, Lemon Peel, Warm Amber, Cedarwood, and Crisp Mountain Tea.
254	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Dalat Gift suitable for?                      Answer:                     Autumn / Winter / Rainy Season (Captures the nostalgic, misty, and chilling weather of the high-altitude city of Da Lat).
255	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Dalat Gift in?                      Answer:                     Earthy Woody / Fresh Aromatic Botanical
256	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Dalat Gift create?                      Answer:                     Nostalgic, peaceful, misty, grounding, refreshing, cozy.
257	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Dalat Gift best used?                      Answer:                     Birthday gifts, therapeutic self-care treats, calming home workspace enhancers, or thoughtful souvenirs for travelers who adore atmospheric highland cities.
258	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Day Party belong to?                      Answer:                     Day Party belongs to the Scented Candle category.
259	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Day Party?                      Answer:                     Lemon, Orange, Apple Pie, Strawberry, Rose, Peach Juice, Flowers, Sugar.
260	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Day Party suitable for?                      Answer:                     Summer / Spring
261	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Day Party in?                      Answer:                     Fruity / Sweet
262	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Day Party create?                      Answer:                     Fun, energetic, cheerful, summer-inspired.
263	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Day Party best used?                      Answer:                     Daytime use, social gatherings, pool parties, kitchen or living room freshening, and gifting for bright, energetic personalities.
264	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Jasmin ylang ylang sandalwood belong to?                      Answer:                     Jasmin ylang ylang sandalwood belongs to the Scented Candle category.
265	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Jasmin ylang ylang sandalwood?                      Answer:                     - Jasmin (Jasmine) - Ylang-Ylang - Sandalwood
266	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Jasmin ylang ylang sandalwood suitable for?                      Answer:                     Autumn / Winter (but suitable for year-round relaxation)
267	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Jasmin ylang ylang sandalwood in?                      Answer:                     Floral / Woody / Oriental
268	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Jasmin ylang ylang sandalwood create?                      Answer:                     Calm, relaxing, sensual, meditative, luxurious, grounding.
269	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Jasmin ylang ylang sandalwood best used?                      Answer:                     Evening relaxation, meditation, yoga sessions, bedroom ambiance, spa treatments, romantic settings, and winding down after a long day.
270	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Lavander Vanilia belong to?                      Answer:                     Lavander Vanilia belongs to the Scented Candle category.
271	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Lavander Vanilia?                      Answer:                     Lavender, Vanilla, Tonka Bean, Soft Musk.
272	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Lavander Vanilia suitable for?                      Answer:                     Year-round / Autumn (với thiết kế nắp chủ đề tạ ơn/thu hoạch)
273	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Lavander Vanilia in?                      Answer:                     Floral / Gourmand / Sweet
274	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Lavander Vanilia create?                      Answer:                     Calming, cozy, comforting, peaceful, relaxing, warm.
275	FAQ_Product_Catalog.json		Product_Catalog	Question:                     Where is Lavander Vanilia best used?                      Answer:                     Bedrooms, bathrooms (for a relaxing bath), evening wind-down routines, reading spaces, and gifting during the fall or Thanksgiving season due to the festive lid design.
276	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What category does Lumos And Cucumber belong to?                      Answer:                     Lumos And Cucumber belongs to the Reed Diffuser (Tinh dầu tán hương cắm que) category.
277	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What are the main scents of Lumos And Cucumber?                      Answer:                     Bạch đàn (Eucalyptus), Bạc hà (Peppermint), Hoa nhài (Jasmine), Trà trắng (White Tea), Gỗ tuyết tùng (Cedarwood). (Dòng sản phẩm khuếch tán cơ bản của Lumos thường tập trung vào các nhóm hương tươi mát, thảo mộc hoặc hoa cỏ thư giãn).
278	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What season is Lumos And Cucumber suitable for?                      Answer:                     Year-round (Quanh năm)
279	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What fragrance family is Lumos And Cucumber in?                      Answer:                     Fresh / Herbal / Floral
280	FAQ_Product_Catalog.json		Product_Catalog	Question:                     What mood does Lumos And Cucumber create?                      Answer:                     Fresh, relaxing, clean, welcoming, elegant, serene.
281	FAQ_User_guidance.json		User_Guidance	Question:                     Why should scented candles be kept away from flammable materials?                      Answer:                     Scented candles should be kept away from flammable materials to reduce the risk of fire.
282	FAQ_User_guidance.json		User_Guidance	Question:                     What types of materials should be kept away from burning candles?                      Answer:                     Clothes, curtains, books, paper, carpets, plastic, and other flammable materials should be kept away from burning candles.
283	FAQ_User_guidance.json		User_Guidance	Question:                     What kind of surface should be used when burning a scented candle?                      Answer:                     Candles should be placed on a flat, stable, and heat-resistant surface.
284	FAQ_User_guidance.json		User_Guidance	Question:                     Why is a stable surface important when burning candles?                      Answer:                     A stable surface helps prevent candles from tipping over and causing accidents.
285	FAQ_User_guidance.json		User_Guidance	Question:                     Should scented candles be placed in drafty areas?                      Answer:                     No. Drafty areas can cause flames to burn too intensely or spread fire to nearby objects.
286	FAQ_User_guidance.json		User_Guidance	Question:                     Is it safe to burn candles in a small enclosed room?                      Answer:                     No. Candles should not be burned in enclosed spaces or small narrow rooms.
287	FAQ_User_guidance.json		User_Guidance	Question:                     Should candles always remain within sight while burning?                      Answer:                     Yes. Burning candles should always remain within your sight.
288	FAQ_User_guidance.json		User_Guidance	Question:                     What should you do before leaving a room with a burning candle?                      Answer:                     You should extinguish the candle before leaving the room.
289	FAQ_User_guidance.json		User_Guidance	Question:                     Should candles be extinguished before going to sleep?                      Answer:                     Yes. Candles should always be extinguished before going to sleep.
290	FAQ_User_guidance.json		User_Guidance	Question:                     Why should candles be kept away from children?                      Answer:                     Keeping candles away from children helps prevent burns, accidents, and fire hazards.
291	FAQ_User_guidance.json		User_Guidance	Question:                     Why should candles be kept away from pets?                      Answer:                     Keeping candles away from pets helps prevent accidental tipping, burns, and fire risks.
292	FAQ_User_guidance.json		User_Guidance	Question:                     What is a safer alternative to burning candles directly?                      Answer:                     A candle warmer can be used as a safer alternative to reduce fire and explosion risks.
293	FAQ_User_guidance.json		User_Guidance	Question:                     How often should the candle wick be trimmed?                      Answer:                     The wick should be trimmed after each use.
294	FAQ_User_guidance.json		User_Guidance	Question:                     How much of the wick should be trimmed after each use?                      Answer:                     The wick should be trimmed by approximately 3 millimeters.
295	FAQ_User_guidance.json		User_Guidance	Question:                     Why should the wick be trimmed regularly?                      Answer:                     Regular trimming helps control the flame and promotes a cleaner, brighter burn.
296	FAQ_User_guidance.json		User_Guidance	Question:                     Can trimming the wick help reduce black smoke?                      Answer:                     Yes. Trimming the wick helps prevent black smoke and soot formation.
297	FAQ_User_guidance.json		User_Guidance	Question:                     What tool should be used to light a scented candle safely?                      Answer:                     A long-handled lighter or long matches should be used.
298	FAQ_User_guidance.json		User_Guidance	Question:                     Why is a long-handled lighter recommended?                      Answer:                     It helps prevent burns to your hands when lighting candles.
299	FAQ_User_guidance.json		User_Guidance	Question:                     What is one of the main goals of candle safety practices?                      Answer:                     The goal is to enjoy candles safely while reducing fire and accident risks.
300	FAQ_User_guidance.json		User_Guidance	Question:                     How can users enjoy scented candles safely?                      Answer:                     By following proper placement, supervision, wick maintenance, and lighting practices.
301	FAQ_User_guidance.json		User_Guidance	Question:                     What title is given to the first safety category mentioned in the guidance?                      Answer:                     The first safety category is titled 'Placement when burning candles'.
302	FAQ_User_guidance.json		User_Guidance	Question:                     Besides preventing a candle from tipping over, what specific property must the flat surface have?                      Answer:                     The flat and stable surface must be able to withstand heat.
303	FAQ_User_guidance.json		User_Guidance	Question:                     What specific accident could happen if a candle flame burns too intensely in a drafty area?                      Answer:                     A drafty area can cause the flame to burn too intensely or blow nearby flammable objects into the fire.
304	FAQ_User_guidance.json		User_Guidance	Question:                     Does the guidance recommend burning candles in small, narrow rooms?                      Answer:                     No, the guidance explicitly states that you should not burn candles in enclosed spaces or small, narrow rooms.
305	FAQ_User_guidance.json		User_Guidance	Question:                     What is the heading of the second safety rule section in the document?                      Answer:                     The heading is 'Always keep the candle within your sight'.
306	FAQ_User_guidance.json		User_Guidance	Question:                     What two specific actions must be taken before you go to sleep regarding candle safety?                      Answer:                     You must extinguish the candles before leaving the room and before going to sleep.
307	FAQ_User_guidance.json		User_Guidance	Question:                     What specific device can help minimize the risk of fire and explosion instead of an open flame?                      Answer:                     Using a candle warmer is suggested to reduce the risk of fire and explosion.
308	FAQ_User_guidance.json		User_Guidance	Question:                     What is the heading of the third section focused on candle maintenance?                      Answer:                     The third section is titled 'Caring for Candles'.
309	FAQ_User_guidance.json		User_Guidance	Question:                     What effect does trimming the wick have on the consistency of the flame?                      Answer:                     Trimming the wick results in a brighter, cleaner, and more consistent flame.
310	FAQ_User_guidance.json		User_Guidance	Question:                     What specific type of residue is prevented from forming when the wick is regularly trimmed?                      Answer:                     Regular trimming avoids the production of black smoke containing soot.
311	FAQ_User_guidance.json		User_Guidance	Question:                     What alternative tool to a long-handled lighter is mentioned for safely lighting a candle?                      Answer:                     Long matches are mentioned as an alternative tool to avoid burning your hands.
312	FAQ_User_guidance.json		User_Guidance	Question:                     Where did the author gather the tips shared in this safety document?                      Answer:                     The author gathered the tips from the internet and from their own experience.
313	FAQ_User_guidance.json		User_Guidance	Question:                     What two qualities of candles does the author want users to enjoy while staying safe?                      Answer:                     The author wants users to enjoy candles that are both beautiful and fragrant.
314	FAQ_User_guidance.json		User_Guidance	Question:                     What specific types of paper-based items are listed as examples of flammable materials?                      Answer:                     Books and paper are explicitly listed as examples of paper-based flammable materials.
315	FAQ_User_guidance.json		User_Guidance	Question:                     What type of synthetic material is mentioned at the end of the flammable objects list?                      Answer:                     Plastic is mentioned at the end of the list of flammable materials.
316	FAQ_User_guidance.json		User_Guidance	Question:                     Why does a trimmed wick help control the flame's behavior?                      Answer:                     Trimming the wick by about 3mm after each use helps control the size and intensity of the flame.
317	FAQ_User_guidance.json		User_Guidance	Question:                     What is the main danger associated with children and pets near candles as highlighted by the structure of section 2?                      Answer:                     The main danger is leaving them unattended near an unextinguished flame, creating a high risk of fire, explosion, or burns.
318	FAQ_User_guidance.json		User_Guidance	Question:                     According to the final remarks, what is the ideal balance when using scented candles?                      Answer:                     The ideal balance is using candles that are beautiful and fragrant while still maintaining safety protocols.
319	FAQ_User_guidance.json		User_Guidance	Question:                     Which room items related to windows and bedding are listed as fire hazards in section 1?                      Answer:                     Clothes and curtains are listed as flammable materials to keep away from candles.
320	FAQ_User_guidance.json		User_Guidance	Question:                     What type of floor covering is explicitly mentioned as a hazard if placed under a burning candle without protection?                      Answer:                     Carpets are explicitly listed as a flammable material.
321	FAQ_Accesories_product.json		Product_Catalog	Question:                     What is the primary technical function of utilizing a specialized candle wick trimmer instead of regular household scissors?                      Answer:                     The primary function is to accurately cut wicks deep inside tall containers down to the ideal quarter-inch height while using an integrated disc-shaped catching basin to trap carbon debris and prevent it from contaminating the wax pool.
322	FAQ_Accesories_product.json		Product_Catalog	Question:                     How does using a long-handled candle snuffer protect the fragrance integrity of a room after extinguishing a flame?                      Answer:                     A candle snuffer completely eliminates the post-burn smoke smell and black soot generation by cutting off oxygen instantly, ensuring that the residual fragrance performance of the room is not ruined by unpleasant burnt odors.
323	FAQ_Accesories_product.json		Product_Catalog	Question:                     What thermodynamic mechanism allows the candle rotation tray to spin automatically without any electrical power source?                      Answer:                     Once a candle wick is ignited below, the rising hot thermal air currents push against the angled blades of the delicate multi-blade metal turbine at its peak, spinning the carousel automatically via thermodynamics.
324	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why are elongated wooden safety matches preferred over cheap plastic disposable lighters for deep jar candles?                      Answer:                     The elongated wooden sticks provide an extra-long burn time and clean burning, which ensures that user fingers stay completely safe from fire hazards when reaching deep into tall glass candle jars.
325	FAQ_Accesories_product.json		Product_Catalog	Question:                     What is the structural utility of the slightly raised rim on a minimalist stainless steel candle tray?                      Answer:                     The slightly raised rim ensures that any stray wax drips, match stick residue, or volatile fragrance oils are safely contained, keeping delicate household tabletops and countertops completely pristine.
326	FAQ_Accesories_product.json		Product_Catalog	Question:                     How does a premium gold mirror tray enhance the visual presentation of candle displays on a bedroom vanity table?                      Answer:                     It features a crystal-clear reflective glass mirror base that catches ambient light beautifully, creating a glamorous boutique display feel, adding visual depth, and amplifying the warm glow of the candle flame.
327	FAQ_Accesories_product.json		Product_Catalog	Question:                     What dual-purpose protective advantages do natural pine wood tray slices offer when used as candle coasters?                      Answer:                     They serve as a heat-resistant protective layer that shields delicate furniture surfaces from thermal stress or cracking caused by hot candle jars, while bringing a warm, handcrafted, and rustic aesthetic to the space.
328	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why is trimming overgrown braided cotton wicks considered crucial for extending the total lifespan of a soy candle?                      Answer:                     Trimming prevents erratic, oversized dancing flames, ensures a controlled and uniform wax melt pool, eliminates ugly black soot deposits, and regulates the rate of wax consumption to extend the candle's total burn hours.
329	FAQ_Accesories_product.json		Product_Catalog	Question:                     What specific safety risk is completely eliminated when replacing the act of hard blowing with a pivoting-head candle snuffer?                      Answer:                     It completely eliminates the risk of messy liquid wax blow-back, preventing hot wax from splattering out of the jar container onto household furniture, nearby textiles, or the user's face and skin.
330	FAQ_Accesories_product.json		Product_Catalog	Question:                     What is the direct correlation between utilizing a heavy-duty stainless steel alloy and the structural longevity of candle care tools?                      Answer:                     The heavy-duty stainless steel alloy provides exceptional structural stability, prevents bending under repeated mechanical stress, and is finished with premium electroplating to ensure high rust and corrosion resistance.
331	FAQ_Accesories_product.json		Product_Catalog	Question:                     How do the dangling charms on a heat-powered candle pinwheel alter the atmospheric shadow patterns of a dark room?                      Answer:                     As the warm rising thermal air currents rotate the turbine, the dangling metallic charms spin gracefully, casting beautiful, rhythmic, and dancing holiday shadows across surrounding walls and mirrors.
332	FAQ_Accesories_product.json		Product_Catalog	Question:                     What structural feature of a candle matchbox box ensures smooth, wind-resistant ignition over long periods of storage?                      Answer:                     The heavy-duty slider matchbox is engineered with a specialized honeycomb-textured friction strike pad running along its side panel, paired with premium wood splints tipped with stable safety chemicals.
333	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why do premium candle metal trays incorporate smooth, integrated bottom metal ball feet instead of a completely flat bottom?                      Answer:                     The integrated smooth metal ball feet elevate the metal tray base slightly off flat surfaces, preventing scratches on delicate furniture and creating an insulating air gap that minimizes thermal transfer.
334	FAQ_Accesories_product.json		Product_Catalog	Question:                     What specific material composition guarantees that a wood tray log slice will remain stable under the weight of heavy glass candle vessels?                      Answer:                     They are cross-cut from premium natural pine wood that is uniformly cut to a thickness of 1cm to 1.5cm and smoothly sanded on both faces, preserving the rough organic bark trim for maximum foundational stability.
335	FAQ_Accesories_product.json		Product_Catalog	Question:                     How does a cylindrical modern cap design on a candle snuffer operate differently from a traditional flared vintage bell dome?                      Answer:                     While both function to cut off oxygen from the wick, the modern cylindrical cap fits more easily into narrow-necked glass containers, whereas the vintage bell dome offers an artistic, old-world aesthetic.
336	FAQ_Accesories_product.json		Product_Catalog	Question:                     What aesthetic asset makes a white bear candle under a glass dome popular as a gift item over standard utility candles?                      Answer:                     Its primary value lies in its cute, whimsical, and heartwarming handcrafted minimalist aesthetic, which serves as an enchanting decorative object that creates a cozy atmosphere even without being ignited.
337	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why is an electroplated mirror coating chosen for stainless steel candle accessory trays over simple painted coatings?                      Answer:                     The electroplated mirror coating provides an ultra-glossy, highly polished premium finish that is non-flammable, heat-resistant, easy to wipe clean of wax residue, and completely immune to peeling or melting under candle heat.
338	FAQ_Accesories_product.json		Product_Catalog	Question:                     How does an ornate gold filigree rail border on a vanity tray protect surrounding glassware and amber dropper bottles?                      Answer:                     The structured filigree rail or geometric interlocking heart design border acts as a secure physical barrier that keeps glass bottles and candles safely corralled, preventing accidental knock-overs.
339	FAQ_Accesories_product.json		Product_Catalog	Question:                     What is the mechanical advantage of long, offset angled scissor shafts on a professional candle wick cutter?                      Answer:                     The long, offset angled shafts allow user hands to maintain a comfortable, ergonomic horizontal position while effortlessly reaching vertically down to the base of deep candle jars to execute a flat, flush trim.
340	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why is the inclusion of unique organic wood grains in pine coasters highly valued by artisanal shop owners for product photography?                      Answer:                     The unique organic growth rings and textured bark edges provide a warm, handcrafted, and earth-grounded photogenic backdrop that acts as a visual riser, making luxury products stand out in lifestyle flat-lays.
341	FAQ_Accesories_product.json		Product_Catalog	Question:                     What specific issue does the honeycomb-textured friction pad on a safety matchbox resolve for frequent candle users?                      Answer:                     It provides a highly texturized, durable strike area that ensures immediate chemical ignition with a single strike, reducing wasted match sticks and maintaining reliable ignition over time.
342	FAQ_Accesories_product.json		Product_Catalog	Question:                     How do different metallic finishes like Matte Black and Luxury Rose Gold influence the perceived luxury level of a candle ritual?                      Answer:                     They transform standard daily household maintenance into a satisfying, personalized, and highly stylish self-care ritual that matches existing modern or classic interior decor themes.
343	FAQ_Accesories_product.json		Product_Catalog	Question:                     What specific thermal danger is avoided by utilizing an anti-rust metal frame and mirrored glass base for candle metal trays?                      Answer:                     It prevents high heat from standard glass candle bottoms from directly transferring to and damaging vulnerable wood, laminate, or marble tabletop finishes, while catching any hot wax mishaps cleanly.
344	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why does a candle rotation tray package include an integrated, circular metal well in its design?                      Answer:                     The integrated circular metal well is securely sized to hold standard aluminum or clear-cup tealight candles firmly in place, preventing the heat source from shifting and ensuring steady rising air currents.
345	FAQ_Accesories_product.json		Product_Catalog	Question:                     What structural detail prevents the unique organic bark trim on a wood tray from peeling off or crumbling over time?                      Answer:                     The pine slices are smoothly sanded on both faces while carefully preserving the rough organic bark trim through meticulous artisanal cutting, ensuring a stable, non-crumbling rustic edge.
346	FAQ_Accesories_product.json		Product_Catalog	Question:                     How does a flat circular catch tray on a candle scissor assist in maintaining the clean aesthetic of white soy wax?                      Answer:                     By instantly capturing the clipped carbon tip as soon as it is snipped, it prevents the blackened burnt debris from dropping back down and contaminating or discoloring the pristine wax pool.
347	FAQ_Accesories_product.json		Product_Catalog	Question:                     What specific environmental condition makes a wind-resistant safety matchbox essential for lighting outdoor patio lanterns?                      Answer:                     Outdoor drafts or unpredictable winds require safety chemical formulations that generate a steady, robust, and clean-burning flame that won't instantly extinguish before reaching a deep wick.
348	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why is food-grade stainless steel selected for the manufacturing of minimalist capsule oval candle plates?                      Answer:                     Food-grade stainless steel offers superior density, premium weight, and impeccable rust resistance against humidity, ensuring the tray remains stain-free even when exposed to raw candle oils.
349	FAQ_Accesories_product.json		Product_Catalog	Question:                     How does the rotating silver snowflake theme on a premium candle pinwheel complement textured embossed glass containers?                      Answer:                     The high-shine silver snowflakes catch and double the light reflections bouncing off the deeply textured, embossed floral lace patterns of the container glass, amplifying the magical winter theme.
350	FAQ_Accesories_product.json		Product_Catalog	Question:                     What target consumers or styling niches benefit most from the addition of a sleek monochrome black match box with charcoal tips?                      Answer:                     Lovers of minimalist typography, high-contrast modern styling, and luxury candle collectors who view their lighting tools as decorative statements to be proudly displayed on a vanity tray.
351	FAQ_Accesories_product.json		Product_Catalog	Question:                     What is the primary function of a pivoting dangling head mechanism on a long-handled candle snuffer rod?                      Answer:                     The pivoting head allows the metal cup to self-adjust to any angle, ensuring a flush, air-tight seal over wicks housed within tall jar walls or hard-to-reach hanging lantern clusters.
352	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why are multi-size jar candles best arranged together on an oval stainless steel capsule tray rather than a flat table?                      Answer:                     Grouping them on an oval capsule tray gathers loose home accessories into a polished focal point, prevents separate oil rings, and protects wide furniture zones from accidental wax drips.
353	FAQ_Accesories_product.json		Product_Catalog	Question:                     What design philosophy is expressed by the clean white bear candle housed under a transparent glass dome?                      Answer:                     It reflects a playful yet minimalist Nordic decor philosophy that prioritizes cute, whimsical, and heartwarming visual appeal over functional aroma dispersion or heavy scent throws.
354	FAQ_Accesories_product.json		Product_Catalog	Question:                     How does uniform cutting thickness from 1cm to 1.5cm safeguard wood log coasters from warping under a heavy glass container?                      Answer:                     The uniform thickness ensures a perfectly balanced distribution of weight and thermal insulation, preventing the organic wood slice from bowing, cracking, or losing stability over time.
355	FAQ_Accesories_product.json		Product_Catalog	Question:                     What is the direct correlation between using a candle wick cutter and preventing black smoke rings from forming on glass walls?                      Answer:                     Trimming away carbonized, split wick ends stops the creation of excessive soot-laden black smoke, keeping the interior and outer rims of glass candle jars perfectly clean and clear.
356	FAQ_Accesories_product.json		Product_Catalog	Question:                     Why are metallic finishes like Polished Chrome Silver and Brilliant Yellow Gold highly requested for kinetic candle carousels?                      Answer:                     The high-shine reflective plating maximizes the scattering of moving light silhouettes and festive patterns across the dark corners of a room when the carousel spins.
